name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Pampers All round Protection Pants, Small size baby diapers (4-8kg) 56 Count, Anti Rash diapers, Lotion with Aloe Vera",toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71xokYLT8+L._AC_UL320_.jpg,https://www.amazon.in/Pampers-Diapers-Pants-Small-Count/dp/B0868HPSSW/ref=sr_1_211?qid=1679219577&s=baby&sr=1-211,4.3,"7,447",₹630,₹849
"Pampers Active Baby Taped Diapers, Small size diapers, (SM) 46 count, taped style custom fit",toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/7171qOOgrCL._AC_UL320_.jpg,https://www.amazon.in/Pampers-Active-Small-Diapers-Count/dp/B00AWMBPHS/ref=sr_1_212?qid=1679219577&s=baby&sr=1-212,4.5,"65,629",₹698,₹775
Aveeno Baby Daily Moisturising Lotion for Delicate Skin (227g),toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/715mHHq9ySL._AC_UL320_.jpg,https://www.amazon.in/Aveeno-Daily-Moisturising-Lotion-Delicate/dp/B00LSCEF32/ref=sr_1_213?qid=1679219577&s=baby&sr=1-213,4.4,"7,064",₹715,"₹1,149"
"Philips Avent Plastic BPA Free Material Aven Straw Cup SCF796/00 200 ML 1 Piece, Multi",toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/516Df8pvhiS._AC_UL320_.jpg,https://www.amazon.in/Philips-Avent-SCF796-Straw-Multicolor/dp/B074CHKP5K/ref=sr_1_214?qid=1679219577&s=baby&sr=1-214,4.3,"10,632",₹449,₹499
"Mamaearth Onion Hair Serum For Silky & Smooth Hair, Tames Frizzy Hair, with Onion & Biotin for Strong, Tangle Free & Friz...",toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/514WSMlX5VL._AC_UL320_.jpg,https://www.amazon.in/Mamaearth-Smooth-Frizzy-Biotin-Frizz-Free/dp/B0843FMHY9/ref=sr_1_215?qid=1679219577&s=baby&sr=1-215,3.9,"7,574",₹277,₹299
Chinmay Kids 4-in-1 Adjustable Baby Carrier Cum Kangaroo Bag/Honeycomb Texture Baby Carry Sling/Back/Front Carrier for Bab...,toys & baby products,Baby Products,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61DSAnR02eL._AC_UL320_.jpg,https://www.amazon.in/Chinmay-Kids-Polycotton-Adjustable-Backpack/dp/B079SW6HB5/ref=sr_1_216?qid=1679219577&s=baby&sr=1-216,3.8,"22,213",₹499,₹999
Mamaearth Anti Hair Fall Spa Range Hair Care Set: Onion Shampoo 250 ml + Onion Conditioner 250 ml + Onion Hair Oil 150 ml,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61mNnwQnmbL._AC_UL320_.jpg,https://www.amazon.in/Mamaearth-Range-Shampoo-Conditioner-Control/dp/B0822DDXL4/ref=sr_1_361?qid=1679219580&s=baby&sr=1-361,3.9,"20,757",₹964,"₹1,097"
fizzytech Toys Talking Cactus Baby Toys for Kids Dancing Cactus Toys Can Sing Wriggle & Singing Recording Repeat What You ...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/711lucYfC3L._AC_UL320_.jpg,https://www.amazon.in/fizzytech-Talking-Recording-Education-Children/dp/B0BPY133Z8/ref=sr_1_362?qid=1679219580&s=baby&sr=1-362,4.1,64,₹599,₹999
"Chicco Toothpaste, Strawberry Flavour for 12m+ Baby, Fluoride-free, Preservative-free,Cavity Protection (50 millilitre)",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/51KLeFq9AxL._AC_UL320_.jpg,https://www.amazon.in/Chicco-Toothpaste-Strawberry-50-ml/dp/B0169R7SFM/ref=sr_1_363?qid=1679219580&s=baby&sr=1-363,4.4,"9,932",₹148,₹179
"Huggies Complete Comfort Wonder Pants, Medium (M) Size Baby Diaper Pants, 50 count, with 5 in 1 Comfort",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61DvYS0ilYL._AC_UL320_.jpg,https://www.amazon.in/Huggies-Wonder-Pants-Medium-Diaper/dp/B08X3N952X/ref=sr_1_364?qid=1679219580&s=baby&sr=1-364,4.2,"215,914",₹567,₹699
"Philips Avent Natural Teat 4 Holes Fast Flow for 6months and above, Pack of 2",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61wiLydyGIL._AC_UL320_.jpg,https://www.amazon.in/Philips-Avent-Natural-Holes-6months/dp/B007HKOL92/ref=sr_1_365_mod_primary_new?qid=1679219580&s=baby&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-365,4.4,"8,627",₹325,₹335
Philips Avent Ultra Air Pacifier Pack of 2 | High Ventilation | 98% Acceptance | BPA-Free | for Babies from 0-6 Months (Mo...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71EP+IilYpL._AC_UL320_.jpg,https://www.amazon.in/Philips-Avent-Ventilation-Acceptance-SCF085/dp/B09P1TQJZC/ref=sr_1_366?qid=1679219580&s=baby&sr=1-366,4.3,200,₹530,₹550
"Olay Natural Aura Vitamin B3, Pro B5, E With Uv Protection, 40g",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61j7D9v5-ML._AC_UL320_.jpg,https://www.amazon.in/Olay-Natural-Instant-Glowing-Fairness/dp/B00DRE6DM0/ref=sr_1_367?qid=1679219580&s=baby&sr=1-367,4.2,"10,665",₹160,₹189
"Protinex Mama Nutritional Drink - (Chocolate Flavor, 400 Gms, Jar) with 28 Vital Nutrients to Support Healthy Birth Weigh...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81brHHi0t2L._AC_UL320_.jpg,https://www.amazon.in/Protinex-Mama-400-g-Chocolate/dp/B015ZKZ9GO/ref=sr_1_368?qid=1679219580&s=baby&sr=1-368,4.3,"6,649",₹649,₹675
Sebamed Baby Body Lotion 100 ml|Ph 5.5|Camomile & Allantoin| Dermatalogically tested| Sensitive skin,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71P3Ng0ctpL._AC_UL320_.jpg,https://www.amazon.in/SebaMed-Sebamed-Baby-Lotion-100ml/dp/B00DRE5CLI/ref=sr_1_369?qid=1679219580&s=baby&sr=1-369,4.5,"4,529",₹408,₹510
"Jesa Homes Polyester Adults Mosquito Net for Dubble Bed, Strong 30GSM net, High Durability, Foldable, Tent Shape Mosquito ...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/41Nt-japdJL._AC_UL320_.jpg,https://www.amazon.in/Jesa-Homes-Polyester-Mosquito-Durability/dp/B09P66F84M/ref=sr_1_370?qid=1679219580&s=baby&sr=1-370,5.0,2,₹579,"₹1,999"
"Nestlé CERELAC Baby Cereal with Milk - Ragi Apple (From 8 Months) - BIB Pack, 300g",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81Y216jbN7L._AC_UL320_.jpg,https://www.amazon.in/Nestle-CERELAC-Fortified-Cereal-Apple/dp/B07KX3XNQH/ref=sr_1_371?qid=1679219580&s=baby&sr=1-371,4.4,"47,546",,₹285
Philips Avent Natural 2. 0 Blue Feeding Bottle 260ml SCF035/10,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/51QIQoOZXtS._AC_UL320_.jpg,https://www.amazon.in/Philips-Avent-Natural-SCF035-10/dp/B08GGBD7TZ/ref=sr_1_372?qid=1679219580&s=baby&sr=1-372,4.6,"1,500",₹554,₹575
AMAZARA Baby Proofing Edge & Corner Guards | Extra Long 16.4Ft Edge + 8 Pre-Taped Corner Protectors | Child Safety Furnitu...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81sc50oV9rL._AC_UL320_.jpg,https://www.amazon.in/AMAZARA-Proofing-Pre-Taped-Protectors-Furniture/dp/B07HQDWMV4/ref=sr_1_373?qid=1679219580&s=baby&sr=1-373,4.2,"9,076",₹633,₹999
"Einstein Box Gift Set for Babies, Newborns and Infants of Age 1-3-6-9-12 Months | High Contrast Gift Set with Set of Rattl...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61zr57Ep5jL._AC_UL320_.jpg,https://www.amazon.in/Einstein-Newborns-1-3-6-9-12-Contrast-Flashcards/dp/B09BCQ52R8/ref=sr_1_374?qid=1679219580&s=baby&sr=1-374,4.4,"1,723",₹699,₹999
"MamyPoko Pants Extra Absorb S136,Unisex Baby, Pack of 136",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61O-TYHIsGL._AC_UL320_.jpg,https://www.amazon.in/MamyPoko-Pants-Extra-Absorb-Unisex/dp/B0BJMQ3DTK/ref=sr_1_375?qid=1679219580&s=baby&sr=1-375,4.0,174,"₹1,238","₹1,998"
Supples-Comfy Pants-M-34,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71BuuMxAgZL._AC_UL320_.jpg,https://www.amazon.in/Supples-Supples-Comfy-Pants-M-34/dp/B0BFJ92PQM/ref=sr_1_376?qid=1679219580&s=baby&sr=1-376,4.0,"127,863",₹260,₹399
"Mamaearth Coco Soft Body Lotion with Coconut Milk & Turmeric, for babies, for 24-Hour Moisturization - 400 ml",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/51uZIEk95CL._AC_UL320_.jpg,https://www.amazon.in/Mamaearth-Coconut-Turmeric-24-Hour-Moisturization/dp/B0B642DX2W/ref=sr_1_377?qid=1679219580&s=baby&sr=1-377,4.1,152,₹314,₹449
"Himalaya Herbals Under Eye Cream, 15ml",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71WtrAO+dUL._AC_UL320_.jpg,https://www.amazon.in/Himalaya-Herbals-Under-Cream-15ml/dp/B0041J4E9Y/ref=sr_1_378?qid=1679219580&s=baby&sr=1-378,3.8,"6,804",₹168,₹200
"MamyPoko Pants Extra Absorb XL32,Unisex Baby, Pack of 32",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71toEeRvJ5L._AC_UL320_.jpg,https://www.amazon.in/MamyPoko-Pants-Extra-Absorb-Unisex/dp/B0BGJ8B1XV/ref=sr_1_379?qid=1679219580&s=baby&sr=1-379,4.2,107,₹575,₹799
Wembley Dancing Monkey Musical Toys for Kids Baby Spinning Rolling Doll Tumble Toy with Voice Control Musical Light and So...,toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61XmQq9EqXL._AC_UL320_.jpg,https://www.amazon.in/Wembley-Dancing-Musical-Spinning-Rolling/dp/B0BHHKR9DN/ref=sr_1_380?qid=1679219580&s=baby&sr=1-380,3.6,197,₹399,₹699
"Johnson's Baby Lotion For New Born, 500ml",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71cahcZWeeL._AC_UL320_.jpg,https://www.amazon.in/Johnsons-79607537-Baby-Lotion-500ml/dp/B07F3KSCR4/ref=sr_1_381?qid=1679219580&s=baby&sr=1-381,4.5,"9,538",₹347,₹375
"LuvLap 100% Cotton Muslin Baby Swaddle Set, Printed Muslin Swaddle Wrap for New Born Baby, Size-120cm x 100cm, 0-18 Mont...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71AkhvJVGJL._AC_UL320_.jpg,https://www.amazon.in/LuvLap-100-Cotton-Muslin-Swaddles/dp/B07Y1WY7BR/ref=sr_1_382?qid=1679219580&s=baby&sr=1-382,4.5,"5,228",₹639,₹839
"The Moms Co. Tear-Free Natural Baby Body Wash with Calendula, Avocado Oils & USDA-Certified Organic Oils Like Argan, Chamo...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71oVbk0NdsL._AC_UL320_.jpg,https://www.amazon.in/Moms-Co-Tear-Free-Calendula-USDA-Certified/dp/B07LFF35HT/ref=sr_1_383?qid=1679219580&s=baby&sr=1-383,4.4,"3,966",₹489,₹699
"Little's Baby Pants Diapers with Wetness Indicator & 12 Hours Absorption, Small, White, 4 - 8 kg, 84 Count",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71ykoAado0L._AC_UL320_.jpg,https://www.amazon.in/Littles-Diapers-Wetness-Indicator-Absorption/dp/B08J126QQ8/ref=sr_1_384?qid=1679219580&s=baby&sr=1-384,4.0,"61,008",,₹898
Odomos Naturals Non-Sticky Mosquito Repellent Cream 100g (Pack of 2),toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81GiFdZd+LL._AC_UL320_.jpg,https://www.amazon.in/Odomos-Naturals-Non-Sticky-Mosquito-Repellent/dp/B0BCGGSP3V/ref=sr_1_577?qid=1679219584&s=baby&sr=1-577,4.5,106,,₹198
"Luv Lap Baby Diaper Pants S Size (Small) , with Aloe Vera Lotion for rash protection, Pack of 78 Count, with upto 12Hr pro...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/61OWeoiTHZL._AC_UL320_.jpg,https://www.amazon.in/LuvLap-Diaper-Pants-Lotion-protection/dp/B09MVW5HXG/ref=sr_1_578?qid=1679219584&s=baby&sr=1-578,4.0,"12,797",₹836,₹999
"Nestlé NESTUM Baby Cereal - Rice (From 6 to 24 months) - Bag-in-Box Pack, 300g",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/81dTr1ULArL._AC_UL320_.jpg,https://www.amazon.in/Nestle-Nestum-Infant-Stage-1-Months-24/dp/B00I4SZC1M/ref=sr_1_579?qid=1679219584&s=baby&sr=1-579,4.2,"2,228",,₹175
"Luv Lap Turtle Shaped Baby Manual Toothbrush & Toddler Toothbrush, Extra Soft with 10,000 Ultra Soft Floss Bristle for Bab...",toys & baby products,Baby Products,https://m.media-amazon.com/images/I/71vQx2adEBL._AC_UL320_.jpg,https://www.amazon.in/Toothbrush-Toddler-Bristle-Multicolour-Assorted/dp/B09PY7SKC8/ref=sr_1_580?qid=1679219584&s=baby&sr=1-580,4.2,382,₹65,₹79
